,text,score,jaehyeong/koelectra-base-v3-generalized-sentiment-analysis,klue/bert-base,matthewburke/korean_sentiment,monologg/koelectra-base-v2-discriminator,skt/kogpt2-base-v2,beomi/kcbert-large
1480,최태성 한국사 연수 잘 들었습니다. 최태성 한국사 정리가 잘 되어 있어 개관 살펴보기에 좋습니다.,1,1,1,1,1,-1,-1
1481,"부담없는 왕초보 영어 오랜만에 영어 회화 공부를 다시 도전하기 위해 신청했는데
쉽고 친절하고 재미있게 가르쳐주셔서 좋았습니다.

*중간에 나오는 정리 문제 중에 수업 진도와 내용들이 있었습니다.",1,1,1,1,1,-1,-1
1482,"유익했습니다 선생님께서 직접 연구하고 수업에 적용하신 여러 팁들을
실제 수업 장면들을 통해 배울 수 있어 좋았습니다.",1,1,1,1,1,-1,1
1483,"대학 입시를 이해하는 필수 연수 대학 입시 제도의 이해에서 부터 학생 하나하나를 위한 입시전략까지 고민해야 될 게 많은 걸 느끼게 해 주는 연수였습니다.
세 분의 입시전문가 선생님께서 미로처럼 느껴졌던 입시 제도와 전략에 대해 체계적으로 지도해 주셔서 많은 도움이 되었습니다.",1,1,-1,1,1,-1,-1
1484,담임으로서 기본 생활 지도 몇학년을 맡든지 상관없이 담임으로서 기본생활지도 해야될 내용을 익힐 수 있어서 유익합니다.,1,1,1,1,1,-1,-1
1485,"글쓰기에 지름길은 있다. 매일 다양한 형태의 글쓰기를 학교에서 하고 있지만 만족스럽지 못 해 신청해 보았다.
강사 선생님의 노하우가 담긴 글쓰기 공식과 구체적 사례들이 유형별로 쉽게 제시되어 있어 부담없이 들을 수 있었다.
학생들 지도에도 도움이 될 것 같고 자료를 바탕으로 열심히 적용해 봐야겠다.",1,1,1,1,1,-1,-1
1486,"디지털드로잉 나도 할 수 있다!! 아이패드와 프로크리에이터 사용이 어려워 책도 사고 따라했지만 자꾸 기능을 잊어버리고 책을 일일이 찾아가며 쓰려니 어렵고 동기부여가 잘 되지 않았습니다. 그런데 연수를 통해 반복하며 기능들도 익히고, 바로 교실에서 신학기부터 당장 사용할 수 있게 되어서 너무나 최고인 연수였습니다.",1,1,1,1,1,0,-1
1487,"교사로서의 언어 활용에 대한 참조점이 생긴것 같아 유익했습니다. 교사로서의 언어 활용에 대한 참조점이 생긴것 같아 유익했습니다.
연수를 통해 얻은 지식을 바탕으로 실천하며 체화한다면 큰 도움이 될 것 같습니다.",1,1,1,1,1,-1,-1
1488,"빅토리아쌤과 함께 하는 영어 수업! 미국 현지에선 어떤 대화를 할지 궁금해서 야나두 영어 연수를 신청했습니다.
유용한 표현과 미국 문화를 자세히 설명해주셔서 수업마다 재밌게 참여했습니다.
한국과 미국 문화의 차이도 대화 중간에 잘 나와서 이해하기 편했어요!
미국에서 학교를 다닌 빅토리아쌤과 즐겁게 영어공부 해보세요~",1,1,-1,1,1,-1,-1
1489,연수가 유용합니다. 연수가 유익하고 좋았습니다. 구체적인 내용들을 실질적으로 사용하기 쉽게 자세한 예로 설명해주셔서 감사합니다. 유용하게 잘 사용하겠습니다.,1,1,1,1,1,-1,-1
1490,유익했어요 굿! 컴알못도 할 수 있는 쉬운 활용법. 당장에 써먹을 수 있음,1,1,1,1,1,0,-1
1491,"김영철, 타일러의 진짜 미국식영어2 후기 실생활에 쓰이는 진짜 미국식 표현을 두분이 재밌게 알려주십니다. 그리고 강사님도 발음부터 하나하나 꼼꼼하게 알려주셔서 최고에요",1,1,1,1,1,-1,-1
1492,"구글 사용법이 어려운 분들은 꼭 이 연수를 들으시면 좋겠습니다. 구글을 기반으로 한 다양한 수업의 활용, 업무에의 활용방법을 하나부터 차근차근 따라해 볼 수 있어 유익했습니다.",1,1,-1,1,1,-1,-1
1493,"한국사의 전반적 흐름을 알수 있었어요^^ 쉽고 명쾌한 강의를 통해
다소 어렵고 지루할 수 있는 우리 나라 역사의 흐름을 정리하기에 매우 유익했습니다^^",1,1,1,1,1,-1,-1
1494,수학 교육을 넘어 학급경영까지 수학적 오개념 지도뿐 아니라 수학에 대한 정서적 문제까지 생각해보게 합니다. 학생들이 수학 시간에 안정감을 느끼고 성취감을 맛볼 수 있도록 하려면 교사가 어떤 포지션에 위치해야 하는지 감을 잡게 되었습니다.,1,1,-1,1,1,-1,-1
1495,유익한 연수 구글 입문을 위한 유익한 연수네요. 강사 선생님들 전달력도 매우 우수해서 귀에 쏙쏙 잘 들어옵니다. 추천합니다.,1,1,-1,1,1,-1,-1
1496,"역사의 흐름을 이해하기 쉬웠어요 역사의 큰 흐름을 중심으로 설명이 이루어져 이해하기 쉬운 연수였습니다.
제도나 이름을 외우기 보다 그 시대와 흐름을 이해하는 것이 중요한 것임을 다시 느끼게 되었습니다.",1,1,1,1,1,-1,-1
1497,"5학년 담임을 준비하기 위한 첫걸음 해마다 학년이 바뀌는 초등교사의 삶을 생각해보면 , 한국사는 참 어려운 과목인 것 같습니다. 왜냐하면 요즘 학생들 한국사 지식이 엄청나기 때문입니다. 새로운 지식들이 쉴새없이 업로드되고 있고요. 그래서 대략적인 지식을 몇년에 한번씩은 들어야만 5학년 사회에 대한 부담감이 덜해집니다. 그러기에 간단하고 요약하기 좋은 연수로 추천합니다.",1,1,-1,1,1,0,-1
1498,잘들었습니다. 잘들었습니다.,1,0,1,1,1,-1,-1
1499,교사뿐만 아니라 교사의 사랑이라 해서 교사에게만 국한되는 연수인 줄 알았는데 이런 연수는 교사뿐만 아니라 교사 아닌 다른 사람들도 듣고 느끼고 실천해야 한다고 생각한다. 잊고 지낼 뻔했는데 이 연수로 인하여 오랜만에 '사랑'을 생각해보고 옛날의 연인도 떠올려 보았다. 다시 사랑을 해볼까? 사랑을 다시 시작하기 전에 나부터 사랑스러운 사람이 되는 것이 먼저겠지. 하하...,1,1,1,1,1,-1,-1
1500,"와우~! 실질적인 도움이 많이 되었습니다 교실 속 그 아이를 생각하며 들었던 연수였는데 실은 제 자신을 더 많이 돌아보게 되었던 연수였습니다. 두 분의 명쾌한 대화로 진행되는 연수는 친근하면서도 쉽고 귀에 쏙쏙 들어오는 강의여서 진짜 도움이 많이 되었습니다. 이미 알고 있었던 내용들도 있었지만 제가 더욱 깊이 생각해보고, 다시 한 번 의지를 다지는 시간이었고, 몰랐던 내용들도 새로 이해하게 되어 좋았습니다. 특히, 현장 선생님들의 실제 사례를 소개하는 시간들을 통해 아이들의 특징과 마음을 들여다 보고 이해할 수 있어서 도움이 많이 되었습니다. 함께 모임을 하고 있는 다른 선생님들께도 적극적으로 추천했습니다. 좋은 연수를 개설해주셔서 감사합니다~^^",1,1,-1,1,1,-1,-1
1501,"힐링이 필요할 때 들으면 참 좋네요. 요즘 학생들 사이에서 다이어리 꾸미기가 유행입니다.
이 연수는 우리의 복잡한 일상을 좀 더 블링 블링 하게 꾸미고 싶을 때 많은 도움이 되는 연수네요. 그림 뿐만 아니라 다양한 글씨체를 이용해 꾸미기 하면 힘들었던 일상이 힐링이 되고 여유도 생길 것 같습니다. 방학이라 여유 있게 신청하고 복잡하고 머리 아프지 않게 즐기면서 (물론 100%는 아닙니다.~^^) 연수에 참여 했습니다.
그러나 실기 수업은 한번 들어서 잘 되는 게 아니라 꾸준한 연습이 필요합니다. 다양한 펜을 이용해 손글씨 연습을 꾸준히 해두면 아이들과 학교 수업 시간에 그림 그리거나 꾸미기 할 때 잘 활용할 수 있을 것 같습니다. 힐링 연수로 아주 좋습니다.",1,1,-1,1,1,-1,-1
1502,"오우.. 어른들도 재밌을 거 같아요. 허쌤은 도대체 이런 다양한 놀이 아이디어를 어디서 얻어 오시는 걸까요? ^^
참신한 놀이들에 벌써 개학이 기대됩니다. 우리반 친구들이랑 같이 놀아보고 싶어서요.
이런 좋은 연수를 무료로 듣게 해주셔서 감사합니다. ^^",1,1,0,1,1,-1,-1
1503,"입체, 놀이! 평면적인 종이접기에도 열심인 아이들에게 소개하면 아주 좋아할 아이템인 것 같습니다.
종이접기 난이도가 있어 연습을 좀더하고 색종이 등 준비도 해야겠지만요. 입체적이고 변신, 놀이 등 만족스러운 종이접기 연수입니다.",1,1,-1,1,1,-1,-1
1504,"도움되는 연수 추천합니다. 교사로서 부모로서 아주 많은 도움이 되었습니다.
아들 키우는 부모, 선생님에게는 아주 유용한 정보들이 많아요.
연수 강추합니다!!",1,1,-1,1,1,-1,-1
1505,"그렇습니다. 영어는 잘못이 없죠.. 시원스쿨 강의를 들어봤는데 영어에 자신감이 조금 생기더라구요.
이 강의를 들어보니 늘 잘하는 사람들 보면서 주눅들고 자신감을 잃어서 영어를 더 두려워했던거구나 하는 생각이 들었습니다.
강사님 말씀처럼 공교육에서 현재형, 과거형, 미래형 등을 전혀 헷갈리지 않게 완벽하게 만들어준다면 얼마나 좋을까요?
무료로 이렇게 좋은 강의 들을 수 있게 해주셔서 감사합니다. ^^",1,1,1,1,1,-1,-1
1506,뚝딱뚝딱 멋스러운 수업 자료 만들기 너무 쉽고 유용한 수업자료만들기 팁을 알려주셔서 까먹지 않고 바로 활용할 수 있을 것 같습니다 이런 연수가 많아지면 좋겠어요!,1,1,-1,1,1,-1,-1
1507,"학생, 보호자, 동료 교사와의 대화 방식을 통한 관계 개선 현대 사회는 관계이고, 관계의 시작과 끝은 결국 대화임을 다시 떠올리게 된다.
어떤 표현을, 어떤 순서로, 언제 말하느냐에 따라 상대방의 반응은 달라질 수 있다.
또한 경청과 공감의 중요성을 새삼 되새기게 되었다.
더불어 나를 보살피는 방식도 배울 수 있는 좋은 연수이다.",1,1,-1,1,1,-1,-1
1508,"힐링, 정리를 시작할 수 있게 도와 준 연수 정리를 힘들게 했는데 유지되지 않아 별 의미없는 일이지 않을까 생각했다.
자치구 연수에서 강사님의 강의를 실제로 들을 수 있어서 연수를 신청하고 처음부터 끝까지 정말 재미있게 들었다.

누구나 다 아는 이야기라 특색이 없다고 생각할 수도 있었다.

그러나, 정리를 힘들어하는 사람에게는 큰 도움이 되는 알찬 연수였고 부담 없이 들을 수 있었다.

작은 일부터 정리할 수 있게 용기와 희망을 준 연수에 만족하고, 강사님께 감사드립니다.",1,1,-1,1,1,-1,-1
1509,오일파스텔 연수 오일파스텔 제품까지 함께 구매해서 함께 그림그리며 힐링할 수있었어요,1,1,1,1,1,-1,0
1510,"말하는 법을 배우지 못한 교사를 위한 좋은 충고 교사의 주된 무기는 말이다. 그런데 우리는 말하는 법을 충분히 배우지 못했다.
교사양성기관의 교육과정에 문제가 있어 참으로 아쉽다.
연수를 들으면서 삶의 지혜를 배운다는 것 중에 많은 비율로 말하는 법을 배우는 게 아닐까 싶다.
연수를 쉽게 들을 수도 있지만 곱씹으면서 느껴보고, 자신의 상황에 비추어 시뮬레이션을 하면서, 연습을 한다면 충분히 값진 연수라고 생각된다.
추가적인 청강을 해본 적이 없지만 이 연수는 꼭 되돌아가서 들어보면서 정리하고 연습을 해야겠다.",1,1,-1,1,1,-1,-1
1511,"흥미롭고 보람있는 연수 평소 라탄공예에 관심을 가지고 있다가 아이스크림에 새로운 연수 과정이 개설되어 들어보았습니다.
실습을 통해서 다양한 응용 작품을 배울 수 있어서 너무 유익하고 알찬 시간이었습니다.
초보자여서 재료가 포함된 구성으로 연수를 신청했는데 직접 연수를 들어보니 오일과 환심이 추가로 많이 필요해서 연수만 신청하고 환심과 오일을 개별로 대량 구매하는 것이 훨씬 합리적인 선택이 될 것 같습니다.
손재주가 뛰어난 편이 아닌데도 쉽고 재미있게 금방 작품이 완성되어서 보람을 느낄 수 있었던 연수였습니다.
앞으로도 재미있는 연수 많이 부탁드립니다.",1,1,-1,1,1,-1,-1
1512,"영어 연수 영어는 꾸준히 해야 할 것 같아 여러 영어 연수를 듣고 있습니다.
다양한 영어 연수 많이 개설해주세요~",1,1,1,1,1,-1,-1
1513,아들들에 대한 이해 교실에 있는 남자아이들에 대해 좀더 이해의 폭을 넓혀보았습니다.,1,1,1,1,1,-1,1
1514,"평소 관심 있던 분야여서 좋았습니다. 평소 캘리, 손글씨에 관심이 많아 신청하게 되었는데
연수 들으며 대리만족을 하는 기분이었습니다^^",1,1,1,1,1,-1,-1
1515,구글 입문자에게는 적합 기본적인 구글 활용법을 알 수 있었습니다.,1,1,1,1,1,-1,-1
1516,다양한 영어 회화 표현을 알 수 있어요. 회화에서 쓰이는 표현을 연습해 볼 수 있었습니다.,1,1,-1,1,1,0,-1
1517,"다양한 소품을 이용하는 방법을 알 수 있어요. 캘리그라피를 응용하는 여러 방법을 알 수 있었습니다.
하지만 관련 연수를 들을수록
기본적인 필체를 만들어가는 건 온라인 연수로는 어려울 것 같아요,ㅎㅎ",1,1,1,1,1,-1,-1
1518,교사맘에게 도움이 되는 연수 아이가 자라면서 영어 교육에 점점 관심을 갖게 되는데 한번쯤 들어보면 좋을 것 같습니다.,1,1,0,1,1,-1,1
1519,"수업에 활용해보기 좋았어요! 연수 듣고 학생들과 띵커벨 이용해서 수업해보았는데
학생들의 참여가 늘고 좋았어요.",1,1,1,1,1,-1,-1
1520,"심리학 기본 이론을 다시 돌아보는 연수.. 대학생때 들었던 심리학 수업을 다시 듣는 기분이었습니다.
실제 제 마음 치유에는......
이론적인 내용이 궁금하신 선생님께는 도움이 될 것 같습니다.",0,1,1,1,1,-1,-1
1521,큰 도움을 받은 연수 실생활에서 쓰는 패턴들을 다양한 상황을 통해 반복학습을 함으로써 익히기 쉬웠다. 영어연수중에 가장 유익한 연수였다.,1,1,-1,1,1,0,-1
1522,"연수가 좋습니다. 자신이 퍼스널 컬러를 알 수 있는 기회이며, 이를 통해 자신을 더욱 세련되고 자신감 있게 표현할 수 있게 되었습니다.",1,1,1,1,1,0,-1
1523,줄넘기 지도 방법을 다양하게 알려주는 연수.. 정말 여태 처음 보는 줄넘기 활용법으로 가득하네요. 그동안 놓친 기초 지도법과 응용지도법을 다양하게 배울 수 있어 좋았어요.,1,1,1,1,1,-1,-1
1524,"수업활용에 정말 좋은 도구 온라인 수업뿐 아니라, 대면수업에서도 유용하게 활용할 수 있을 듯하여, 수강하였습니다. 현장에서 즐겁게 활용할게요.",1,1,1,1,1,-1,-1
1525,"한번에 정리되어 유익한 연수!! 띄엄띄엄, 대충대충, 단편적으로 활용했던 내용들을 한번에 정리할 수 있어 좋았습니다.",1,1,1,1,1,-1,-1
1526,"오일파스텔 연수 강추합니다. 방학동안 강사님과 열심히 일대일 미술수업을 한 느낌입니다.
미술시간에 학생들과 하고 싶어 시작했지만
그보다 먼저
연수받는 내내 재밌고, 힐링되고, 즐거웠습니다.",1,1,1,1,1,-1,-1
1527,"알차고 간편한 법정의무 교육 법정의무 교육을 모두 모아서 한번에 수강할 수 있어서 너무 좋았습니다.
교육 내용도 매우 알차고, 좋았습니다. 감사합니다!!",1,1,1,1,1,-1,-1
1528,"너무나 유익한 강의였어요 나를 알아가는 좋은 시간이였어요
세부적인 내용에서도 꼭 필요하고 내가 몰랐던 내용들이여서
나를 이해하고 남을 이해할수 있게 관점이 변하게 된 것 같아요
한번 만 듣기 아쉬운..다시 재강의 들어야 할 강의 입니다.",1,1,-1,1,1,-1,1
1529,교직 실무 좋아요 교직실무에 관련해서 알고 있는 부분도 있었지만 몰랐던 부분에 대해서 알 수 있어서 좋았습니다.,1,1,1,1,1,0,-1
1530,유익한 연수 방학을 맞이하여 집과 교실 정리정돈의 아이디어를 얻고 싶어서 들었던 유익한 연수였습니다!,1,1,1,1,1,-1,-1
1531,놀이중심교육과정 올해는 꽃을 피워볼게요 유진샘과 나라샘의 친절한 연수 유익한 시간이었습니다. 감사합니다.,1,1,1,1,1,-1,1
1532,정말 유익한 연수 였습니다. 이 연수는 바쁜 교사들을 위한 요리비법으로 건강한 요리를 손쉽게 할 수 있는 방법을 가르쳐주는 유익한 연수입니다.,1,1,1,1,1,-1,-1
1533,맛있는 다이어트+건강한 밥상 집에서 잘 활용해 볼 수 있는 유익한 연수였습니다.,1,1,1,1,1,-1,-1
1534,"유익한 연수였습니다. 설명을 쉽게 해주시고, 유익한 연수였습니다. 활용하기 쉽게 내용이 구성되어 있어서 좋았어요.",1,1,0,1,1,0,-1
1535,쉬운 난이도의 영어연수 어렵지 않고 기초적인 회화연수입니다. 실생활에서 사용하는 표현을 많이 배울수있었어요.,1,1,-1,1,1,-1,-1
1536,"참고 되었어요. 이젠 카페에 가서 음료도 자신있게 시키고, 가정에서 간단한 베이킹도 할 수 있을 정도가 되었네요. 감사합니다.",1,1,1,1,1,-1,0
1537,"교사가 먼저 시작하는 학교자치, 스쿨 퍼실리테이션 교사가 먼저 시작하는 학교자치, 스쿨 퍼실리테이션 연수는 아주 유익한 연수이다. 학교자치의 내용을 이해하게 하고 학교 자치의 민주적인 운영 방법을 알 수 있는 연수이다.",1,1,1,1,1,-1,-1
1538,[체인지] 교실을 변화시키는 운동법 교실을 변화시키는 운동법 연수는 무척 유익했다. 바른 자세를 만들어 주는 다양한 운동법을 친절하게 소개해 주고 익힐 수 있는 아주 좋은 연수이다.,1,1,1,1,1,-1,-1
1539,밥에서 나의 권리를 찾다. 매년 늘어만가는 아동학대 사안들로부터 나를 보호하고 행복한 학교생활을 하기 위한 구체적 방법이 제시된 연수입니다.,1,1,1,1,1,-1,-1
1540,"바로 쓸 수 있는 다양한 영어 패턴을 익힐 수 있는 연수 원어민들이 실제 사용하는 말의 패턴을 익힐 수 있는 연수였다.
반복해서 듣고 제시된 패턴을 익힌다면 생활에서 쓰는 다양한 표현들을 해낼 수 있다.",1,1,1,1,1,-1,-1
1541,유익한 연수 감사합니다. 유익한 연수 감사합니다.,1,1,1,1,1,-1,-1
1542,"유용한 연수 자주 사용하지만 다양한 기능에 대해 알게 되었습니다.
감사합니다.",1,1,1,1,1,-1,-1
1543,"(정리의 힘) 인생과 나를 되돌아보기 무엇이 어디에 있는지 파악이 안되니 물건 찾기에 보내는 시간의 낭비
필요하다고 산 놓고 정리해 놓지 않아 또 사고 보니 찾게 되어 경제적 손해

물건에 치여서 공간의 여유가 없어지니 마음의 여유가 사라졌다.

내가 정리할 수 있는 적당한 공간과 적절한 수납공간과 방법을 익히고 마음에 정리를 하게 하는 연수.... 마음만 있었던 분에게 강추

핸드폰 정리 컴퓨터 하드과 외장하드 정리 들어갑니다~~~",1,1,-1,1,1,-1,-1
1544,사례를 활용한 알찬 연수 현장에서 활용도 높은 연수네요,1,1,-1,1,1,-1,-1
1545,좋은연수 알차고 좋은연수였습니다.,1,1,1,1,1,-1,-1
1546,"힐링되는 요가 수업 연수를 들으니 시간을 내서 운동을 하게 되네요.
연수를 듣는 내내 힐링되고 편안한 시간이었습니다. 감사합니다^^",1,1,1,1,1,-1,-1
1547,유익한 연수였습니다. 유익한 연수였습니다.,1,1,1,1,1,-1,-1
1548,현지 영어 한국에서 배우는 영어가 현지에서 먹힐지는 미지수이다. 이번 연수를 통해서 현지에서 통하는 영어를 익힐 수 있었다. 수고하셨습니다.,1,1,1,1,1,-1,-1
1549,"패들렛과 띵커벨 연수후기 일단 나도 시도해 볼 수 있겠다는 생각이 들었고, 수업에 학생들이 재미있게 참여할 수 있겠다는 생각이 들었습니다.
항상 수업에 대해 고민하고 앞서서 이렇게 연구하는 선생님들이 대단하게 느껴집니다.
감사합니다.",1,1,1,1,1,-1,-1
1550,집에서 즐길 수 있는 수채화 연수 방학을 이용하여 미술을 배워보고 싶었지만 문화센터 강좌 등록을 놓치는 바람에 이 연수를 신청하게 되었습니다. 다양한 주제를 활용하여 여러 가지 수채화 기법을 쉽게 설명해 주셔서 할 수 있다는 자신감을 심어준 연수입니다. 아직 붓터치나 물조절 같은 디테일이 많이 부족하지만 개인적으로 연습하면 더 개선될 것이라 생각됩니다. 그런데 시험문제가 물감 종류를 물어보는 문제가 많아 좀 당황했습니다. 혹시 이 연수를 들으시는 분들은 각 그림마다 어떤 물감이 사용되는지 아셔야 할 것 같습니다.(그건 차시 마지막마다 제공되는 포인트 정리 부분을 참고하시기 바랍니다.),1,1,-1,1,1,-1,-1
1551,"미술 이야기는 여러 번 들어도 흥미로워요. 알고 있었던 이야기도, 몰랐던 이야기도 모두 흥미롭게 잘 들었습니다.",1,1,1,1,1,-1,-1
1552,책을 읽고 다시 듣고 싶은 강의예요 딱히 뭘 하지 않아도 강의 듣는 동안 많이 편안했어요. 강의 중 소개했던 책들도 읽고 싶네요,1,1,-1,1,1,-1,0
1553,"현대 사회에 더욱 요구되는 문해력 수업을 듣고 정보의 홍수 속에서 다양한 정보를 바르게 읽고 판단할 수 있는 리터러시 능력이 필요한 사회를 살아가야할 아이들을 가르치는 교사로서, 문해력에 대한 새로운 관점과 아이디어를 배울 수 있는 좋은 연수입니다. 전세계적으로 매우 우수한 문자인 한글 덕분에 해독 능력은 매우 우수하나, 텍스트의 심층적 의미를 파악해내는 문해력이 부족한 우리 사회를 돌아볼 때, 교사로서 책임감을 가지고 문해력 향상에 좀더 관심을 가지고 주의를 기울여 지도해야겠다는 생각을 하게 되었습니다. 많은 교시들이 들었으면 졸겠다는 생각이 들어 추천하고 싶습니다.",1,1,-1,1,1,-1,-1
1554,"인간 심리의 현대적 개념 총정리 인간 심리에 관한 최근의 학설을 총정리해주어 따끈따끈한 내용이었습니다.
특히 웹툰을 활용해 이해도가 높았고, 학교 현장에 적용할 가능성도 높였네요.
유익한 연수 감사합니다.",1,1,1,1,1,-1,-1
1555,"실질적인 도움이 되는 유익한 연수 갈수록 학부모, 학생과의 의사소통이 버거워서 선택하게 된 연수였는데 실질적인 도움을 많이 받고 갑니다.",1,1,1,1,1,0,-1
1556,"네이티브 영어표현력 사전 연수 아주 좋아요 ^^ 네이티브 영어표현력 사전에서 실제 원어민들이 쓰는 표현에 대해 정확하게 알 수 있어 좋았습니다.

특히 직역 문장과 네이티브 문장으로 나눠서 설명해주니 그 차이를 더 명확히 알 수 있었습니다.

추천합니다 !!",1,1,-1,1,1,-1,-1
1557,파이썬 연수 파이썬을 쉽게 접할 수 있고 아이들에게 가르칠 수 있는 아이디어를 제공해 주었습니다~~~^^,1,1,1,1,1,-1,-1
1558,"생각할 거리를 던졌네요 하지만 아쉬운 점도 많습니다. 내용 자체가 너무 추상적이라는 거죠.

하지만 모르는 것을 또 설명하면 안 듣는다는 이야기를 들으면서

매년 필수연수라는 이유로 교사들에게 아동학대, 성추행 관련 연수를 듣게 하면

우리들도 그것을 듣지 않고 넘어가는 모습을 떠올리게 하면서 많은 깨달음을 주었습니다.

모르는 것만 정확하게 찾아 알려주는 기술을 익혀보겠습니다",0,1,-1,1,1,-1,-1
1559,비움과 정리의 시작 물건을 잘 버리지 못하는 내게 비움 할 수 있는 시간을 갖게 해주었다.,1,1,1,1,1,-1,-1
1560,"막막했는데 도움이 많이 되었어요. 1학년을 맡은 경험이 거의 없어서 걱정이 되었는데, 많은 도움이 되었습니다.
전반적으로 방향을 잡을 수 있도록 해 주셔셔 감사합니다.",1,1,1,1,1,-1,-1
1561,유익한 학생안전길라잡이 아주 유익하고 일상생활에서도 필요한 연수 내용이었으며 학교 교육현장에서 아이들을 위해 좋은 연수였음,1,1,1,1,1,0,-1
1562,너무 좋은 연수!! 모두가 행복한 연수!! 앞으로 학급에서 수업에 꼭 필요한 여러 기술들을 모두 마스터할 수 있어서 좋았어요. 저처럼 컴알못 이면 꼭 들어보세요.!!!,1,1,1,1,1,-1,-1
1563,너무 좋은 연수!! 모두가 행복한 연수!! 앞으로 학급에서 수업에 꼭 필요한 여러 기술들을 모두 마스터할 수 있어서 좋았어요. 저처럼 컴알못 이면 꼭 들어보세요.!!!,1,1,1,1,1,-1,-1
1564,너무 좋은 연수!! 모두가 행복한 연수!! 1학년을 여러 해 해오면서 그림책에 관심이 많아지게 되었습니다 마침 현아샘의 그림책 연수가 보여서 바로 신청해 보았습니다. 역시나 실망시키지 않으시는 현아쌤!!! 연수를 보고 바로 바로 학급에서 그대로 적용해 보았더니 역시나 효과 만점 ~ 아이들도 행복하고 저도 행복한 수업시간이 되었습니다. 아이들이 시간만 나면 그림책 수업하자고 해서 준비하느라 약간의 수고는 있었지만 수업하고나면 정말 뿌듯하고 행복했습니다. 저에게 작년 한해 가장 도움이 되는 좋은 연수였습니다. 현아쌤 덕분에 학급에서 학습지도 생활 지도 두마리 토끼를 한 번에 잡을 수 있었답니다^^,1,1,-1,1,1,-1,-1
1565,"세계사를 쉽고 재미있게 배울 수 있어요 만화 애니메이션 영상으로 세계사를 보니까 재미있었어요
또한 교수님의 보충설명으로 이해가 잘 되네요
세계사를 한번 쭉 가벼운 마음으로 훝어보기 좋은 연수입니다.",1,1,-1,1,1,-1,-1
1566,"쉽게 쓰고, 소품으로 완성하는 캘리그래피 캘리그래피를 이용하여 다양한 소품을 만들어 활용할 수 있는 연수였어요.
강사님 예시자료로 연습도 하고 다양한 재료에 대해서도 알게 되었습니다.
연습해서 소중한 지인들에게 작은 선물을 주고 싶네요. ^^",1,1,1,1,1,-1,-1
1567,"말 그대로 쉽고 재미있는 연수 스페인어를 하나도 못하지만 막연하게 좋아하는 언어에요.

멕시코 여행을 갔을때도 스페인어의 경쾌함에 빠져왔던 기억이 있습니다.

정말 단 한번도 공부한 적 없는 스페인어를 이 연수를 통해 처음 접했는데요,

중반까지 강의는, 발음 위주를 아주 쉽게 연기까지 가미하셔서 열정적으로 해주시는 강사님에게

푸욱 빠졌었어요.

후반, 실생활에서 사용하는 표현들은 제가 너무 지식이 없다보니 약간 따라가기 힘든 점도 있었는데요

그건 저의 문제입니다

공부를 더 하고 다시 복습하면 더 재미나게 학습할 수 있을 것 같아요!!!",1,1,-1,1,1,-1,-1
1568,안전연수를 마치며 가르침에 앞서 선행되어야하는 것이 안전문제라는 것을 다시 한번 느끼게 되었으며 학교 상황에 따라 상세한 내용을 공부할 수 있어 좋았습니다. 감사합니다.,1,1,1,1,1,-1,1
1569,"인간에 대한 사랑과 추앙을 깨닫게 하는 연수 연수라기보다는 친한 친구와의 대화와 같이 커피를 마시면서 듣는 정깊은 시간이 되었다. 특히 소설 이야기 속의 인물와 강사의 경험적을 토대로 인간에 대한 깊이 있는 이해와 사랑, 그리고 내적 치유할 수 있는 능력이 되살아 났다. 특히 개성화로 인간 모두가 존귀하고 소중하며 있는 현상이나 현실을 그대로 수용하며 받아드리고 인내하며 살아가는 용기가 생겼다. 나즈막히 들려주는 이야기가 정겹고 부드러워 마음 깊이 스며들었다. 좋은 여행을 한 기분이다.",1,1,-1,1,1,-1,-1
1570,양질의 영상을 보며 힐링과 반성을 동시에! 자연의 아름다움을 담은 양질의 다큐멘터리 영상을 볼 수 있어 좋은 연수였다. 다른 연수의 영상을 시청할 때보다 마음이 편해지는 느낌이 들어 좋았다. 더 좋았던 것은 절대 간과할 수 없는 현재의 기후 위기(기후 변화)라는 내용을 담고 있었다는 것이다. 자연의 아름다움과 다양성으로 시작하는 차시에서부터 지구의 온도 변화와 인간의 멸종이라는 마지막 차시에 이르기까지 부족함 없는 좋은 연수였다. 기후 위기의 심각성을 깨닫고 환경 교육을 시작하여 지금이라도 우리의 행동을 바꾸는 데 많은 사람이 동참했으면 하는 바람이다.,1,1,-1,1,1,-1,-1
