,text,score,jaehyeong/koelectra-base-v3-generalized-sentiment-analysis,klue/bert-base,matthewburke/korean_sentiment,monologg/koelectra-base-v2-discriminator,skt/kogpt2-base-v2,beomi/kcbert-large
838,"캘리그라피에 대한 이해 쑥쑥 캘리그라피와 POP의 차이도 알고, 무엇보다 우리글씨의 무한 변형이 너무 예쁘고 좋았습니다. 뒤늦게 글씨 연습 아니 캘리그라피 연습으로 마음 정진도 고고 하렵니다.",1,1,0,1,0,0,0
839,성호쌤과 함께하는 랜선 박물관 여행 후기 과거보다 미래를 생각해 볼 수 있는 매우 유익한 연수였습니다~!,1,1,0,1,0,0,0
840,"온책읽기 도서 활용에 유익한 연수 온책읽기 도서를 수업에 어떻게 활용할수 있는지 알려주는 유익한 연수였다.
학년수준에 따라 사용 가능한 도서를 소개해 주어 우리 학년에에 맞는 도서를 정해 학년 선생님들과 협의해 수업에 활용함으로써 아이들의 수업 열의를 끌어 올릴수 있었다.",1,1,0,1,0,0,0
841,"재주 있는 선생님이 되고픈 선생님께 손그림? 파워포인트? 난 못해. 난 똥손이거든.
인디에 가면 많은데 할 필요 없지..
생각하면 발전이 없쥬.

이 연수를 통해 알고 있지만 잊고 있던 파워포인트 기술, 손으로 아기자기하게 그리는 방법 배울 수 있습니다. 추천합니다.",1,1,0,1,0,0,0
842,"문법이 무엇인고.. 영문법. 정말 오래전에 배운거죠.
영어교과를 가르치지 않으니 더 멀어져서 뭔가 지식적인게 얻고 싶어서 신청한 연수에요. 사실대로 말하면 연수 들으면서 쉽지는 않았지만, 아~~ 그렇구나. 하며 깨달은게 많은 연수라 아주 유익했습니다.",1,1,0,1,0,0,0
843,코로나19 이후 경제전망! 진짜 필요한 연수입니다^^ 재테크 능력을 향상시킬 수 있는 경제 연수 좋습니다!,1,1,0,1,0,0,0
844,고학년 학생들을 이해하는데 도움이 되었습니다. 고학년 학생들을 이해하는데 도움이 되었습니다.좋은 연수 감사드립니다.,1,1,0,1,0,0,0
845,"새로운 배움의 즐거움 칼림바! 멀리서 보던 악기를 올해 아이들과 함께 하면서 좀 더 자세히 배우고 싶어 신청했습니다.

새롭고 아직은 서툴지만 열심히 복습하면서 배울 수 있는 준비가 된 것 같아 감사합니다.

좋은 연수 감사합니다.!!",1,1,0,1,0,0,0
846,하루에 20분이면 ok 제목이 참 좋았어요. 유용한 영어 표현들 배우고 싶은데 긴 시간은 부담스럽고 싫거든요. 정말 20분만 투자해서 따라서 말해보고 연습해보면 조금은 늘은거 같고 머리속에 들어오는게 꽤 많습니다. 적은 시간으로 큰 효과 보고 싶으신 분들께 추천해요.,1,1,0,1,0,0,0
847,"그림은 마음의 거울 이 연수는 사실은 제 아이의 마음속이 궁금해서 듣게 된 연수입니다.
그림은 마울의 거울이라고 합니다. 사소하지만 사소하지 않은 것들을 그림을 통해 읽어낼 수 있어요. 반 아이들 중에 특히 눈여겨봐야할 아이가 있으면 꼭 들어보셔야 합니다.",1,1,0,1,0,0,0
848,"통장? 텅장? 재테크를 하려면 계획이 있어야 겠지요.
이 연수를 통해 나의 현재 상황과 앞으로 원하는 것들, 할 수 있는 것들, 해야하는 것들에 대해 계획해볼 수 있습니다. 통장이 월급이 스치는 사이버 머니가 되지 않기 위해, 통장이 텅장이 되지 않기 위해 한번쯤 들어야 하는 연수입니다.",1,1,0,1,0,0,0
849,"5, 6이 두려운 선생님께 추천 바로 접니다. 저, 중학년만 어쩌다 연속으로 몇년 하니 5,6학년 학생들은 복도에서 보기만 해도 무섭더라구요. 등치와 말투, 눈빛의 아우라..
그래서 이 연수 들었습니다. 마음의 준비가 되기 충분합니다. 오랜만에 5-6 올라가시는 선생님들께 추천합니다. 마음의 든든함과 준비해야 하는 것들 챙길 수 있고 그리고 그들이 왜 그러는지에 대한 의구심이 어느정도 해결될 수 있어요.",1,1,0,1,0,0,0
850,법정연수 너 하나면.. 학교 현장에서 교사한테 요구하는 이것저것이 점점 많아지는 현실입니다. 여러 법정연수를 한데 묶어 해결할 수 있는 이 과정. 당연히 추천합니다. 안들으면 손해.,1,1,0,1,0,0,0
851,"학급운영과 이벤트 노하우 이벤트가 있는 학급.
우선 재미있겠쥬? 재미있으면 우리 학생들 좋아하겠쥬? 학생이 학교오는게 행복하면 학부모님도 행복하시겠쥬? 모두가 행복하면 선생님이 제일 행복하겠쥬..
이 연수는 사계절, 계절별로 월별로 할 수 있는 이벤트와 함께 소소하지만 큰팁의 학급운영 노하우를 배울 수 있는 과정입니다. 내가 할 수 있는걸 나의 식으로 바꿔서 우리반에 적용해볼 수 있는게 가장 큰 장점이에요. 추천합니다.",1,1,0,1,0,0,0
852,다양한 수업방법을 알게 되어 좋았습니다~ 화학전공인데 통합과학을 지도함에있어 어려움이있었습니다 ㅠ 이번 연수를 통해 다양한 벙법에 대해 알게되어 좋았습니다^^,1,1,0,1,0,0,0
853,최고의 연수입니다. 수업레시피가 아주 좋아서 멋진 수업을 하는데 큰 도움이 됩니다. 좋은연수 감사합니다.,1,1,0,1,0,0,0
854,"누구나 쉽게 도전할 수 있는 체육 레시피 실제 체육수업을 두려워하고 어려워하던 교사입니다. 학생들과 체육시간이되면 항상 '오늘 뭐하지?', '좀 더 쉽고 간편하고 학생들은 재밌어하는 놀이는 없을까?' 란 생각을 했었습니다.
하지만 수업을 살리는 체육 레시피 연수를 수강한 후 위와같은 고민은 줄어들고 '아 나도 학생들과 보다 재밌고 즐거운 놀이 체육 수업을 할 수 있겠구나'란 꺠달음과 자신감을 얻게되었습니다. 수업 시작 전 주의사항부터 교육과정 성취 기준에 맞는 다양한 활동들, 그리고 그로부터 얻을 수 있는 일상의 아이디어와 발상의 전화..
너무나도 귀중한 연수였고, 다음에 보다 좋은 연수를 통해 더욱 더 깊은 깨달음과 수업 적용으로 성장하는 교사가 될 수 있었으면 합니다. 감사합니다.",1,1,0,1,0,0,0
855,"학급운영에 대한 고민타파! 매년 하면서도 새학기, 새학년이 되면 학급운영에 대한 고민이 앞서고 막막합니다. 신규타이틀은 벗은지 오래지만 다시 배우는 마음가짐으로 열심히 수강했습니다. 내년에 활용해보겠습니다. 정말 감사합니다.",1,1,0,1,0,0,0
856,손그림과 파워포인트로 교실 속 콘텐츠 만들기! 실제 교실에서 활용하기 좋은 콘텐츠들만 제공해 주셔서 도움이 많이 되었습니다!,1,1,0,1,0,0,0
857,4-6학년 선생님들께 특히 추천합니다. 모든 선생님들께 좋은 연수지만 사회교과 내용과 관련하여 4-6학년 담임선생님께서 들으시면 수업에 큰 도움 될 연수입니다. 자세하고도 좋은 내용의 연수 좋았어요. 감사합니다.,1,1,0,1,0,0,0
858,칼림바의 매력 발견 칼림바라는 악기의 생소함과 배우고 싶은 마음으로 연수를 시작했습니다. 가사님의 연주실력이 뛰어나 열심히 연수하여 연주실력을 높이려고 시작한 연수가 재미와 힐링이 되었습니다. 악보도 찾아보고 다른 사람들의 연주 영상도 찾아보면 열심히 참여한 연수라 좋았습니다.,1,1,0,1,0,0,0
859,"짬짬이 지리 상식을 쌓는 힐링 연수~ 강의 자료도 자료실에서 한번에 다운 받아서 배운 내용 복습하기도 편리했고, 짬짬이 듣고 배운 지리관련 상식을 학생들에게 수업 때 알려주기도 좋았습니다!!

근무하면서 가끔 오후 시간 날 때 짬짬이 들으면서 정말 힐링되는 연수였습니다~~ 앞으로도 이런 교양관련 직무 연수 많이 기획해주세요~^^ 강력 추천합니다!!",1,1,0,1,0,0,0
860,"업무의 효율성을 늘리고 싶다면 꼭 들어보세요! 노션으로 학급경영, 수업, 업무를 한 방에 해결할 수 있는 꿀팁을 차근차근 알려주셔서 정말 유용했습니다!

학교 현장에서 선생님들의 불필요한 노동시간을 줄이고 업무 효율을 높일 수 있는 획기적인 방법을 알려주셔서 지금껏 들어본 직무연수 중에 에듀테크에 모두 집중하는 이 코시국에 가장 필요한 연수라는 생각이 들었습니다.

무엇보다도 학생들에게 학습지 나눠주는 것이 줄어들어서 포트폴리오 관리도 편리하고, 환경에도 도움이 됩니다!

아무리 좋은 내용일지라도 배운 것을 잊어버리지 않으려면 실습과 적용은 필수 입니다!!


노션을 활용한 좋은 직무연수 저만 알고 있기 아까워서 주변 선생님들께 소개하고 있습니다~^^",1,1,0,1,0,0,0
861,"놀이 수업에 대한 자신감 UP! 놀이 수업을 진행한다는게 사실 쉬은게 아니었습니다.
학생들과 지켜야할 놀이 규칙 정하고, 아무래도 자주 싸우거나 승부욕이 강한 학생들이 있으면 수업 진행 중 사고가 나기 쉽기도 합니다.
하지만, 수업을 살리는 놀이 레시피 강의 연수를 들은 후 '아 나도 이렇게 수업을 진행하면 되겠구나'와 같은 자신감이 조금씩 생겼습니다.
시도해보지도 않고 매일 똑같은 수업만 진행하는것보다, 좌절하고 실패해도 배운 연수를 실제 학생들과의 수업에 적용시키고 나만의 방법으로 만들어 나아가는 나 자신이 스스로 대견스럽고 다음 후배들에게도 나만의 수업을 보여줄 수 있다는 자신감이 생겼습니다.
앞으로도 좋은 수업 내용으로 연수 계획해주시고 올려주시면 꼭 들을 수 있도록 하겠습니다.
고생하셨습니다.",1,1,0,1,0,0,0
862,현장 중심의 학급 경영에 노션의 활용을 실제적으로 알려주는 좋은 연수 입니다. 각 차시마다 노션의 현장에서의 활용 방법을 실제적으로 안내해 주어 좋았습니다. 다만 노션을 처음 접한 분들께는 노션의 시스템을 익히는데 시간이 필요한 걸로 보입니다. 초반에 사용과 관련된 더 상세한 안내가 있다면 보다 쉽고 편하게 노션으로 학급경영과 관련된 좋은 방법을 익히는데 많은 도움이 되겠습니다.,1,1,0,1,0,0,-1
863,수다 속에 숨은 과학과 우리의 삶 과학 원리를 우리의 삶과 연결지어 알기 쉽게 설명해주는 점이 무척 인상깊었다. 아이들에게도 어려운 과학 원리를 수다로 쉽게 풀어서 얘기해주면 흥미롭게 다가갈 수 있겠다는 생각이 들었다. 과학에 인문학과 사회학 그리고 정치학을 연결시켜 수다로 풀어나가 사회 문제나 현상을 다각적 시각에서 바라볼 수 있는 기회가 되었다.,1,1,0,1,0,0,0
864,바로 쓸 수 있는 처방전 학급의 다양한 특성의 아이들과 상황별 대처법을 구체적으로 알려주는 유익한 연수였다. 교사의 가치관과 사회적 통념을 고려해서 큰 틀을 세우고 그 안에서 아이들의 자율성을 보장하자는 내용과 질문을 통해 서로 감정 소모을 하지 않으면서 자신의 실수를 깨닫게 하는 방법이 마음에 와닿았다. 학급에서 흔히 발생하는 문제에 대해 구체적인 솔루션을 제시해 바로 적용할 수 있도록 안내해 준 점 역시 좋았다.,1,1,0,1,0,0,0
865,유용한 연수 강사님들의 실전 경험을 바탕으로 한 강의는 매우 인상적이고 귀한 시간 이었습니다. 좋은 꿀팁을 알려 주셔서 감사드립니다.,1,1,0,1,0,0,0
866,"환경에 대해 좀더 고민하게 해준 연수 기후 변화가 온몸으로 느껴지는 요즘, 교실에서도 아이들과 환경에 대한 문제를 이야기해야 한다고 생각했습니다. 그래서 듣게 된 연수인데, 대담형식으로 주요한 문제들을 하나씩 짚어주시니 이해도 잘 되고 상식도 많이 배우게 되었네요.",1,1,0,1,0,0,0
867,다양한 활동 추천 바로 적용할 수 있는 재미있고 참신한 미술활동이 많아서 좋았습니다.,1,1,0,1,0,0,0
868,과학 교과서 활용 방법 연수 후기 이번에 검정교과서로 바뀌면서 어떤 컨텐츠를 이용할까 고민이 많았었는데 이번 연수를 계기로 고민을 해결하게 되었습니다~,1,1,0,1,0,0,0
869,"제가 모르던 세계... 평소 과학에 관심도 없고, 어렵게만 생각한지라 이번에 연수를 신청하다가 유독 쉬운 과학 이야기는 무엇일까 궁금했다. 어려운 과학용어도 많이 나왔지만, 사실 그 무엇보다 우리에게 굉장히 밀접한 부분을 역사적인 이야기와 함께 풀어주니 멀게만 느껴졌던 과학이 조금은 가깝게 다가왔다.
이 연수를 듣고도 여전히 과학은 어렵다. 하지만 내 주위 곳곳에서 들려오는 과학용어들이 이제는 제법 친숙하게 느껴진다.
저와 비슷한 생각을 하는 선생님들께 추천!!!!",1,1,0,1,0,0,0
870,"함께 생각하고 나누는 알찬 책읽기를 위한 수업 4년 휴직 후에 복직을 하고 온작품 읽기(온책읽기)라는 용어를 처음 듣고 생소한 느낌이었습니다. 하지만 동료선생님들은 전문가처럼 척척 온책읽기 수업을 진행하시는 모습이 정말 대단하다는 생각과 부러움이 함께 했습니다. 나도 한번 해보자는 마음으로 이번 연수를 신청하게 되었습니다.
연수 내용은 저학년부터 고학년까지 학생들과 함께 생각을 나눌 수 있는 책을 선정하여 실제 수업에 적용한 모습까지 보여주셔서 정말 도움이 되는 연수였습니다. 책 제목과 활동 등을 수첩에 적어가며 들은 알찬 연수였습니다. 2학기에 학생들과 즐거운 온작품 읽기를 진행해 봐야겠어요.
감사합니다.",1,1,0,1,0,0,0
871,"남학생들아~ 너희를 알고 싶어! 아들이 둘 있는 엄마이자, 올해 처음으로 저학년을 맡아 남학생들을 이해하고자 해당 연수를 들어보았습니다. 30여년간 여학생, 여자로 살아와서 남자 아이들을 이해하고자 노력하였고, 이번 연수가 많은 도움이 되었습니다.^^",1,1,0,1,0,0,0
872,"영어문법공부를 위한 선택 그래마인유즈가
영어문법을 공부하는데 딱 좋은 교재인데
이걸 인강으로 들으면서 공부할수 있으니
너무나 유익한 연수였습니다!!",1,1,0,1,0,0,0
873,"뚝딱 칼림바 연수 힐링됐어요. 칼림바 연주를 들으면서 힐링,
칼림바에 대해 천천히 기초부터 화음 넣는 것까지 배울 수 있어서 정말 유익했습니다.
코로나로 인해 1인 1악기였던 리코더를 부르는 것이 어려웠는데, 칼림바를 대체 악기로 음악 시간에 활용하게 되었는데요. 연수를 통해 칼림바 지도에 대한 자신감을 얻고 또 칼림바로 연주되는 음악을 들으며 힐링하는 시간이었습니다. 감사합니다.",1,1,0,1,0,0,0
874,"오늘은 어떤 놀이를 할까? 저학년 담임을 처음 맡아 아이들과 어떤 놀이를 할지 고민이 많았습니다. 전문적 학습 공동체도 놀이를 주제로 꾸려 보았는데, '수업을 살리는 놀이 레시피' 연수가 많은 도움이 되었습니다. 좋은 연수 감사합니다.^^",1,1,0,1,0,0,0
875,"생각보다 더 쓸모있는 알찬 강의 처음에 기초 가르쳐 주실 때만해도 기존의 스토리텔링과 유사하다는 생각을 살짝 했는데 각도별로 모션이 달라지는 부분부터 정말 유익하게 집중해서 들었습니다.
여름방학동안 2학기 수업을 준비하며 어떤 컨텐츠를 만들고 아이들과 활동할 때 수업자료를 흥미롭고 다채롭게 만드는 것을 목표로 연수를 신청하였는데 실제로 참 유익하게 잘 활용하고 있습니다^^
더불어 단체신청 이벤트를 통해 신청했지만 이 기회에 티셀파 연수원 강의가 이렇게 다양하고 질이 좋다는 것도 알게 되어서 참 좋네요.",1,1,0,1,0,0,0
876,영어 실력이 늘었어요. 여행에서 실제 사용할 수 있는 표현들이 많아서 좋았어요.,1,1,0,1,0,0,0
877,"상식을 키울 수 있는 라디오같은 강의 인문학이라는 말만 들어도 쥐가 나는 느낌인 분들에게 추천하고싶은 강의입니다. 나긋나긋한 목소리와 대화하듯 흘러가는 강의 덕분에 일을 하면서도 새로운 지식을 쌓을 수 있어 너무 좋았습니다. 또한 스토리텔링으로 맥락적인 이해를 할 수 있었고, 작가님의 유년기를 들으며 저의 유년기와 공감,이해할 수 있었던 즐거운 연수였습니다.",1,1,0,1,0,0,0
878,그림 좋아요 듣기에 너무 좋습니다,1,1,0,1,0,0,0
879,"알찬 연수 인 것 같아요. 온작품 읽기와 그림을 이용한 수업을 들었는데요...다양한 책을 통해 어떻게 수업을 구성하는지 아주 자세하게 차시별로 알게 되어 실제 수업 환경에서 그대로 해보기도 하고, 연수 중에 나온 책을 구입해서 읽고 나름의 방법으로 어떻게 수업을 구성할지 생각도 해보았습니다. 다양한 과목에서 관련 주제를 찾아 재구성하는 데에 시간이 꽤 걸렸고 연수를 들으면서 차근차근 재구성 방법에 대해서도 알게 되었습니다. 다음에도 다른 책으로 2탄을 만들어 주셨으면 합니다.",1,1,0,1,0,0,0
880,좋아요 꼭 들으세요 좋아요 꼭 들으세요,1,1,0,1,0,0,0
881,"연수 어려웠어요. 연수 내용이 어려웠어요.
앞으로 더 열심히 공부해야겠습니다.
좋은 연수였습니다.
감사합니다.",1,1,0,1,0,0,0
882,재미있어요 ㅎ 학기초 들으면 좋은 것같습니다,1,1,0,1,0,0,0
883,"이제 해외가 아닌 국내로 해외여행을 갈생각이 들어가고 아 맞아 우리나라도 갈곳 정말 많았구나 하는 생각이 들게 하는 연수였습니다. 무식코 가기만 하던 각 지역을 갈곳과 유명한 먹거리를 따로 설명해주어서 좋은 연수 였습니다.
특히아 영양교사인 저에겐 아이들에게 각 지역에서 유명한 음식을 급식에 어떻게 하면 적용할 수 있을까 하는 생각을 많이 하게 하는 연수입니다.",1,1,0,1,0,0,0
884,영어 재미있습니다 ㅎ 신나게 영어를 배울 수 있네요 ㅎ,1,1,0,1,0,-1,0
885,"힐링에서 취미까지 칼림바는 악보 보는 것을 어려워하는 아이들도 1, 2, 3 번호로 익힐 수 있고 소리가 잘 나니 배움의 진입 장벽이 매우 낮습니다. 휴대가 간편하고 소리가 아름다워 실로 코로나 시대 최고의 악기라고 봅니다. 연수는 다장조 곡부터 음악 이론과 함께 단계적으로 연습하도록 구성되어 있어 좋았습니다. 전체적인 구성과 느낌을 보려고 눈을 감고 감상을 할 때는 힐링의 시간이 되기도 했습니다. 쉬운 앞부분은 앞으로 아이들 지도에 활용하고, 난이도가 좀 높아지는 뒷부분은 연수가 끝나도 제가 따로 심화 과정처럼 꾸준히 연습하여 멋진 취미생활을 할 수 있을 것 같습니다. 악기 연주도 스포츠처럼 기본기를 튼튼히 다지면서 매일 조금씩 연습해 나가는 것이 중요하니 이제부터는 저의 몫이겠지요.",1,1,0,1,0,0,0
886,재밌게 보았습니다! 사회과 수업에 잘 활용해 보겠습니다!,1,1,0,1,0,0,0
887,"최고의 영어 문법강의입니다! 모두들 그래머인유즈는 예전부터 잘 아셨을거라 생각해요.
애들 가르치랴, 취미생활하랴 영 놓고있던 영어공부인데
이 강의덕분에 먼지쌓여가던 그래머인유즈 교재를 꺼내서 매일 공부하게 되었네요! 혼자 공부하면 항상 첫번째 챕터만 글씨쓰고 필기한 흔적이 남아있는데, 이 강의 들으면서 공부하니까 끝까지 완독! 완강! 할 수 있어 좋았네요.^^
그래머인유즈는 원어민의 관점에서 영어문법을 자연스럽게 터득할 수 있다는 큰 장점이 있죠~ 강사님이 다양한 예문, 예시로 헷갈리는 부분을 정확하게 짚어주시면서 세심한 티칭을 해주셔서 정말 만족스럽습니다!!!",1,1,0,1,0,0,0
888,"학생과 함께 할 수 있는 활동 연수 글씨 쓰기를 싫어하는 학생들이 많고, 서예에 대한 무거움을 해소할 수 있는 활동이였습니다. 특히 감정을 글씨에 나타내 글씨와 상징 그림이 학생들에게 흥미로운 활동으로 다가갈 수 있을 것 같습니다.
재미있게 잘 배웠습니다.",1,1,0,1,0,0,0
889,"학생들에게 따뜻한 손글씨를 써주고 싶다면! 학생들의 과제에 피드백을 해주거나
응원하는 손편지를 보내주고 싶은데
미술적 소양이 다소 부족하다보니
딱딱하거나 산만한 형태가 되기 쉽상이더라구요....
캘리그래피 연수를 듣고 받은 펜들을 이용해서
따뜻하고 감각적인 손편지, 피드백을 해줄수 있었어요~~
특히 뚝딱뚝딱한 글씨 같지만
돌아보니 감성충만한 캘리크래피가 되는 과정이 신기합니다.
특히 내가 그린 글씨가 예뻐보이니 다행입니다 ㅋㅋㅋㅋ
따뜻한 감성 손편지, 피드백을 희망하시는 선생님께 적극추천합니다!!",1,1,0,1,0,0,0
890,"제목부터 인상적인 강의 '시간을 걷는 인문학' 제목이 굉장히 시적이지 않나요?
제목부터 인상적인 이 강의는 내용 또한 그렇습니다. 길이 가지는 상징적 의미, 역사와 함께 사람의 삶에 따라 변화하는 모습, 인문적인 지리정보 등.. 길과 사람의 삶을 생각해 볼 수 있는 계기였습니다.
시간을 걷는 인문학으로 과거와 현재를 함께 걸어보세요. 추천합니다.",1,1,0,1,0,0,0
891,만족스러워요 강의 내용도 좋고 지루하지 않아 좋았습니다.,1,1,0,1,0,0,0
892,"왕초보를 위한 최고의 연수 항상 영어에 대한 자신감이 부족하여 이번 연수를 신청하였습니다. 자세하고 쉬운 설명과 영어 공부의 기초를 탄탄하게 다질 수 있는 다양한 방법들을 알려 주셔서 많은 도움이 되었습니다. 발음과 억양, 동사의 영영 표현 또한 너무도 유익하였습니다. 감사합니다.",1,1,0,1,0,0,0
893,"영어수업의 전문성을 키울수있어요 영어교과서만 하는게 아니라
실생활에서 사용하는 표현들도 가르치는 요즘의 트렌드에 딱이예요~
교과서나 지도서만 나오는 내용에 더해서 이 그래머인유즈에 나오는 것까지 함께 수업에 활용하면 영어전문가처럼 아이들이 불쑥 물어오는 돌발질문들에 대처도 잘 되고, 좀더 원어민의 입장에서 술술 설명할 수 있어서 영어도 더 잘하는 샘이 되는거 같아요.^^ 10월엔 그래머인유즈 강의 2탄도 한번 공부해보려고합니다! 좋은 강의 감사합니다~^^",1,1,0,1,0,0,0
894,좋은 강의 입니다 여러 주제에 대해서 알 수 있는 유익한 시간이였습니다,1,1,0,1,0,0,0
895,일본어를 다시 배우고 싶은 마음 오래 전에 일본어 공부를 하다가 그만 두었는데 새롭기도 하면서 기억이 새록새록 올라오는 강사님의 설명이 아주 좋았습니다.,1,1,0,1,0,0,0
896,"제목값을 하는 강의! 정말 왕초보인 제가 쉽게 들을 수 있습니다.
글씨도 잘 못쓴는 제가 어느 새 만년필 구매하고 수업에 캘리그라피를 적용할 수 있게 되었어요.
실제 수강생 분이 등장하여 수업을 들으면서 강의가 진행되어 더 좋았습니다.",1,1,0,1,0,0,0
897,좋네요 목표가 생겼네요,1,1,0,1,0,0,0
898,좋습니다~ 법정 의무연수를 통합적으로 들을 수 있고 구체적인 사례를 들어 말씀해주셔서 좋았습니다.,1,1,0,1,0,0,0
899,"과학에 대해 쉽게 알려줍니다. 교과서를 넘어선 과학에 대한 지식을 알 수 있습니다.
딱딱하지 않고 재밌게 과학적 지식을 얻을 수 있는 강의였습니다.",1,1,0,1,0,0,0
900,교육과정을 재구성하는데 많은 도움이 되었습니다. 백워드 설계 방식을 이해하고 이를 현장에 적용하는데 많은 도움이 되었습니다. 학기 초 교육과정을 설계할 때 들으면 좋을 듯 합니다.,1,1,0,1,0,0,0
901,"수학 교과서 활용 문제 풀이로만 인식했었는데....

저자가 알려주니 학생들에게 조금 더 재미있게 알려주고 싶다는 욕심이 생겼어요
감사합니다.",1,1,0,1,0,0,0
902,또 했으면 하는 연수입니다. 어렵고 딱딱할 수 있는 박물관에 대해 재미있고 유익한 시간을 가질 수 있었습니다. 시간이 허락하면 또 참여하고 싶어요,1,1,0,1,0,0,0
903,과학에 대한 이해를 높이는 연수 흥미로운 주제와 매끄러운 강의로 과학에 대한 흥미를 높이고 상식을 높여 학습에 도움을 주는 연수입니다.,1,1,0,1,0,0,0
904,실제 체육수업에 유익합니다. 실제 수업에서 학생들과 함께 할 수 있는 다양한 활동들을 배울 수 있습니다.,1,1,0,1,0,0,0
905,인문학을 통해 우리나라를 배웠어요 우연찮게 이 연수를 받는 동안 강가에 갔다가 강의 어로의 공간일뿐만 아니라 교통의 역할이 있음을 알았다.,1,1,0,1,0,0,0
906,다양한 놀이를 알려주는 알찬 연수 노는 방법을 잘 몰라 스마트폰만 만지는 아이들에게 함께 노는 즐거움을 알려줄 수 있는 다양한 놀이 방법을 알려주는 연수. 어린 시절의 놀이와 응용된 놀이로 아이들과 신나는 시간을 보낼 수 있도록 도와주는 연수입니다. ^^,1,1,0,1,0,0,0
907,건강하고 즐거운 체육 레시피 단순한 체육 활동이 아닌 아이들이 건강하고 즐길 수 있고 교육적으로도 의미있는 체육 활동을 제공하여 체육 수업이 한층 유익하고 아이들도 즐겁게 참여하는 수업이 되도록 도와주는 연수입니다. 연수를 들으며 체육 수업에 바로바로 적용하는 재미가 있어 좋았습니다.,1,1,0,1,0,0,0
908,좋은 내용의 연수 였습니다. 좋은 내용의 연수 였습니다.,1,1,0,1,0,0,0
909,"진로교육에 도움이 되었습니다. 교과수업과 관련 지어 진로교육을 하는데
다양한 사례를 통하여 많은 도움이 되었습니다.",1,1,0,1,0,0,0
910,"유익한 연수 감사합니다. 과학관련 연수를 듣다가 작년부터 정인경 선생님의 연수를 처음 접하면서 정말 유익하고 알차다는 생각이 들었습니다. 어려운 과학 이야기를 쉽게 풀어내는 부분도 그렇지만 과학이 사회에 미치는 영향과 이에 대한 책임을 논하는 부분이 너무나도 감명깊고 인상깊었습니다. 인문학과 과학은 따로 떼어낼 수 없으며 항상 함께 해야 하며 과학은 인문학에 바탕을 둔학문이 되어야 함을 일깨워 주는 유익한 시간이 되었습니다. 물질만능주의, 과학만능주의 시대에 꼭 필요한 연수라고 생각됩니다. 많은 선생님들이 연수를 들으시어 꼭 좋은 시간을 함께 가지셨으면 좋겠습니다.",1,1,0,1,0,0,0
911,"정말 도움이 되는 연수 막막했던 연구 보고서 쓰기로 무작정 들은 연수였는데 다양한 사례와 깨알같은 설명, 그리고 팁까지 .. 어디서도 들을 수 없었던 정보를 얻고 마음껏 활용할 수 있어서 좋았습니다. 감사합니다.",1,1,0,1,0,0,0
912,듣기 편한 인터뷰 형식의 연수 일방적으로 가르쳐주기만 하는 연수가 아니라 학생의 입장에서 어려운 점을 직접 말하고 들으시면서 강의를 진행하십니다. 그래서 미술활동에 대해서 부담없이 더 편하고 쉽게 접할 수 있는 영역이 되었어요.,1,1,0,1,0,0,0
913,좋은 연수입니다. 좋은 연수입니다.,1,1,0,1,0,0,0
914,"최근 가장 필요한 내용 학생들이 온라인 미디어를 사용하는 일이 잦아지면서 선생님들 만의 특색있는 수업을 꾸릴 수 있는 가능성이 적어졌는데, 파워포인트라는 대중적인 프로그램에 교사만의 창의성과 예술성을 더해서 수업을 진행할 수 있다는 점이 정말 매력적이었습니다.",1,1,0,1,0,0,0
915,"유익하고 재미있는 연수 모처럼 유익하고 재미있는 연수를 듣게 되었네요..
작년에 실로폰을 지도하면서 칼림바라는 악기를 알게 되었지만..지도방법을 몰랐는데..
이렇게 유익한 연수 덕분에 이제는 자신있게 지도가 가능하네요..
금상첨화로 칼림바까지 주셔서 매우 감사합니다.
이런 좋은 연수는 여기저기 알려야 해요^^",1,1,0,1,0,0,0
916,유익한 연수 유익한 연수 좋았어요 너무유익해요 다음에도 이런 연수 많이 기획해주세요,1,1,0,1,0,0,0
917,"영어 말하기가 너무 어려웠던 저에게 자신감을 준 연수, 추천합니다! 평소에도 영어를 좋아하고 문법, 듣기, 읽기, 쓰기엔 자신감이 있었습니다. 그런데 영어를 말해야 하는 상황이 오면 머릿속이 하얘지고 뭐라고 해야할지 고민하게 되더라구요. 그러면서 점점 자신감이 없어지고 영어를 어려워하게 되었던 것 같습니다.

영어 관련 여러 연수들을 들으면서 나름대로 공부도 하였지만 생활과 밀접한 영어 회화에는 여전히 어려움을 느꼈습니다. 실제 영어권 문화에선 어떤 단어나 표현을 사용할까? 책에 나온 것과는 어떤 것이 다를까? 고민하며 들었던 '하루 20분, 상황별 생활영어회화' 정말 유익했습니다.

학생들과 영어 수업을 해야할 때도 많은 도움이 되었습니다. 무엇보다 직접적인 실생활 표현을 배울 수 있어서 좋았고 다양한 상황에 적용 가능한 단어, 표현들을 익히고 외우면서 재미있게 공부하였습니다.

감사합니다!",1,1,0,1,0,0,0
